crowdCount,capacity,temperature,weather,entryRate,exitRate,securityStaff,emergencyExits,risk
51020,56851,42,Sunny,323,935,465,14,Medium
58710,64823,29,Sunny,502,210,320,5,High
32195,33312,45,Sunny,932,887,231,7,High
58619,53108,16,Rainy,931,124,91,2,High
51916,76918,41,Sunny,137,680,77,7,Low
41511,44171,12,Sunny,528,563,239,2,Medium
42047,51779,48,Sunny,435,768,390,15,Medium
24802,78828,38,Sunny,568,77,294,15,High
2903,22411,33,Rainy,574,454,268,2,Medium
28627,67009,31,Sunny,196,454,35,9,Low
15494,25422,15,Sunny,559,335,94,3,Medium
42481,52468,33,Sunny,462,855,125,11,Medium
45652,42371,49,Sunny,480,717,155,14,High
21827,67022,32,Sunny,997,611,436,15,High
19850,81229,47,Sunny,747,632,93,7,Low
73924,61196,19,Sunny,574,889,273,15,High
20261,90354,25,Stormy,920,368,37,7,High
23874,36715,20,Sunny,233,154,438,7,Low
29083,37605,41,Rainy,163,284,62,9,High
29751,41174,15,Sunny,569,518,69,5,Medium
3969,19956,33,Sunny,360,188,22,4,Medium
14301,86373,42,Sunny,156,762,251,7,Low
17538,79252,21,Sunny,914,847,238,5,Low
55647,71949,36,Stormy,585,840,78,3,High
52740,72646,47,Stormy,358,486,303,7,Medium
29510,80017,27,Rainy,191,852,321,11,Low
60871,73037,48,Rainy,646,985,83,6,High
104117,99818,22,Sunny,188,423,89,12,High
2446,16548,49,Sunny,48,162,322,10,Low
56044,83294,39,Stormy,781,113,161,12,High
29617,33177,22,Rainy,903,84,410,7,High
13273,34022,43,Sunny,12,137,221,15,Low
7055,15542,45,Sunny,73,720,226,4,Low
56742,70428,39,Sunny,38,675,434,12,Medium
37082,32740,34,Stormy,381,577,240,6,High
71531,69353,11,Sunny,532,799,381,11,High
51269,66532,45,Sunny,106,354,265,9,Medium
24482,26052,27,Sunny,879,540,100,10,High
29653,57076,14,Rainy,451,168,270,9,High
53089,63420,28,Sunny,212,547,70,4,Medium
6787,10671,27,Rainy,420,435,304,10,Low
3236,10163,41,Sunny,30,690,388,4,Low
46641,51424,30,Stormy,560,32,418,9,High
47166,63744,19,Rainy,744,56,403,11,High
41162,80331,46,Sunny,111,534,365,10,Low
23688,20634,31,Sunny,55,738,223,8,High
1836,14798,22,Sunny,75,843,44,5,Low
15014,32420,26,Sunny,612,715,464,11,Low
6500,39300,18,Stormy,173,153,60,10,Low
98033,99881,33,Sunny,980,594,88,4,High
18828,20749,23,Sunny,120,677,23,4,Medium
16895,35121,17,Sunny,347,598,259,3,Low
41646,47487,46,Sunny,132,428,380,11,Medium
24079,43361,28,Stormy,714,690,460,4,Medium
30276,31223,37,Sunny,456,982,50,2,High
51608,82930,39,Stormy,620,808,406,5,Medium
13811,24056,16,Stormy,300,94,136,9,Medium
45094,38380,35,Sunny,680,425,214,6,High
13999,36035,49,Sunny,421,703,109,3,Low
9688,40620,20,Stormy,624,491,197,4,Medium
23071,29877,23,Sunny,906,465,164,2,High
79340,65316,30,Sunny,290,836,463,3,High
39576,74041,17,Sunny,52,306,221,2,Medium
10854,63352,12,Sunny,495,121,341,3,High
20054,40911,37,Rainy,605,971,363,4,Low
29171,42784,38,Sunny,972,239,222,2,High
3775,13191,32,Sunny,712,105,43,12,High
36980,43160,27,Stormy,60,959,374,10,High
93108,74641,44,Rainy,907,689,490,11,High
36998,59723,22,Sunny,219,387,435,6,Low
6923,13631,21,Rainy,135,165,490,9,Low
9069,16172,14,Sunny,501,430,124,6,Low
12104,52080,48,Rainy,518,114,294,9,High
110568,99097,20,Sunny,969,714,341,8,High
17473,30281,20,Sunny,979,339,79,13,High
21089,38671,40,Rainy,590,448,390,5,Medium
52747,61431,40,Sunny,786,141,469,8,High
23483,38602,22,Stormy,267,876,34,7,Medium
83522,98789,23,Sunny,939,391,104,4,High
10478,61399,34,Stormy,197,147,438,10,Low
34669,33472,42,Stormy,239,952,216,13,High
69984,59230,42,Sunny,198,852,254,11,High
70745,83616,24,Rainy,424,279,430,14,Medium
20480,17099,25,Sunny,19,559,363,10,High
9713,35431,47,Stormy,123,405,282,15,Medium
43155,66492,15,Sunny,85,566,25,6,Low
45690,57684,34,Rainy,685,922,400,9,Medium
30845,40111,24,Sunny,511,473,308,8,Medium
41528,73936,13,Sunny,94,684,77,10,Low
15941,32614,13,Sunny,58,459,452,8,Low
12781,51991,39,Sunny,504,340,164,5,Medium
44302,80476,43,Rainy,847,262,385,5,High
20358,70920,36,Rainy,698,690,61,12,Medium
69450,73530,40,Rainy,396,972,369,9,High
15723,46224,41,Sunny,979,294,219,7,High
2976,17788,48,Sunny,398,283,443,10,Low
27998,38082,18,Sunny,227,29,193,15,Medium
78114,99570,17,Rainy,710,248,474,11,High
95732,86816,23,Stormy,990,279,473,15,High
71457,93588,42,Sunny,355,427,471,8,Medium
13193,26531,32,Sunny,239,954,404,8,Low
100647,98340,30,Sunny,264,319,354,5,High
39569,54857,21,Rainy,245,40,114,4,High
3850,20142,11,Rainy,35,835,236,9,Low
43808,58355,22,Rainy,593,113,130,8,High
22731,19866,13,Sunny,270,691,372,5,High
44497,80067,29,Rainy,775,195,199,14,High
32629,74027,23,Rainy,280,137,182,5,Medium
17994,67906,39,Sunny,132,219,138,2,Low
10456,38138,38,Sunny,665,423,344,12,Low
23881,39956,17,Sunny,266,290,408,8,Low
67744,86295,21,Sunny,665,968,247,2,High
2975,15439,47,Stormy,430,262,164,11,Medium
67573,57241,35,Sunny,268,28,456,11,High
50873,52533,11,Rainy,957,721,327,5,High
29644,38270,49,Sunny,56,741,161,12,Medium
93495,88815,23,Sunny,872,145,141,15,High
9472,49279,15,Sunny,534,232,304,4,High
21971,33888,49,Sunny,897,12,411,12,High
22783,27630,40,Sunny,217,972,245,4,Medium
74825,71063,26,Sunny,320,245,379,13,High
45188,45144,34,Sunny,756,863,276,2,High
26022,62161,41,Sunny,158,474,304,5,Low
103260,87360,21,Sunny,843,237,439,15,High
14817,60979,22,Sunny,447,922,454,2,Low
18785,16979,28,Sunny,164,663,184,15,High
44026,36189,34,Stormy,687,508,240,14,High
15976,52600,40,Sunny,99,530,88,14,Low
64716,69560,46,Rainy,707,711,328,9,High
12882,88040,34,Sunny,839,871,243,2,Low
40518,71558,25,Rainy,367,926,143,13,Medium
66739,96205,47,Sunny,183,981,455,15,Low
12982,16910,32,Stormy,226,686,363,7,Medium
79652,67713,23,Sunny,916,148,358,8,High
49641,56857,15,Rainy,465,285,31,11,High
29382,44964,34,Sunny,785,300,71,15,High
98644,95667,32,Sunny,618,62,148,13,High
42029,35227,21,Rainy,638,696,154,3,High
2003,15978,22,Sunny,208,119,164,5,Low
119948,97527,45,Sunny,841,724,146,12,High
5404,27153,48,Sunny,495,957,245,15,Low
72314,69765,43,Rainy,542,657,446,4,High
20726,49071,15,Stormy,209,13,90,14,Medium
20039,79519,47,Sunny,380,676,292,14,Low
11815,19503,49,Rainy,968,693,206,10,High
59429,70703,17,Sunny,862,945,22,15,Medium
40022,74379,17,Sunny,457,879,304,8,Low
11045,67866,49,Stormy,257,56,41,3,High
21238,26905,42,Stormy,797,103,185,12,High
